웹툰ID,제목,url,thumbnailurl,카피문구,성인여부,요일,시놉시스,키워드리스트,글작가,그림작가,원작가
4305,성녀는 북부 대공의 딸이 되었습니다,https://webtoon.kakao.com/content/성녀는-북부-대공의-딸이-되었습니다/4305,https://kr-a.kakaopagecdn.com/P/C/4305/c1/2x/01152356-5822-4745-9e42-3d54d466e57a.png,"제가 공작님 
눈을 고쳐드릴게요",False,월,"자신의 피로 사람들을 고쳐 줄 수 있는 신성력을 가진 리리에트.
악마 같은 대신관에게 이용만 당하다 죽음을 맞이했다.

그러던 어느 날,
눈을 뜨니 10살로 돌아와 있었다.

‘전생에 있었던 끔찍한 일들을 되풀이하지 않을 거야.’

리리에트는 대신관에게서 벗어나기 위해
북부의 지배자 윈저아이스 공작을 찾아간다. 

""제가 공작님의 눈을 고쳐드릴게요. 그러니 저를 공작님 곁에 있게 해주세요.""

처음에는 그저 끔찍한 곳에서 탈출하기 위해서였다. 
하지만, 시간이 지나며 점차 바람이 커져 가는데…….

""내 딸이 되어주겠느냐.“

리리에트가 떨리는 목소리로 물었다.

""그러면 공작님은 무엇을 얻으실 수 있는데요?""
""착하고 예쁜 딸.""

사무치게 외롭던 소녀가 북부 대공의 딸이 되어 행복해지는 이야기,
차가운 북부 대공이 제국 최고의 딸바보가 된 이야기를
지금 만나 보세요. :)","따뜻한, 성장하는, 로맨스 판타지, 육아물, ROMANCE_FANTASY",,Nagisa (whomor),김뽀삐
4306,용을 그리는 아이,https://webtoon.kakao.com/content/용을-그리는-아이/4306,https://kr-a.kakaopagecdn.com/P/C/4306/c1/2x/5fc6ab8b-a138-4c3a-8438-cc79afe8790b.png,"임금의 앞날을 볼 수 있는,
네가 필요하다.",False,목,"임금이 될 자의 앞날을 보는
신묘한 능력을 지닌 '용의 아이' 유서하.

['용의 아이'는 '의왕'을 그리고 있으니
'무신'을 사하길 바라옵니다.]

서하는 사랑하는 이를 지키고자, 돌이킬 수 없는 선택을 한다.
그로 인해 대역죄인의 누명을 쓰고 도망자가 된 우와
왕의 자리에 올라 서하를 차지한 명.

10년 후,
자신의 것을 되찾고자 우가 세상에 모습을 드러내고
명은 다시 나타난 우에게 무엇도 빼앗기지 않으려 하는데…","가슴 먹먹한, 몰입되는, 로맨스, 암투물, ROMANCE",임식,하윤,지은
4309,폭군의 시한부 아내가 되었는데,https://webtoon.kakao.com/content/폭군의-시한부-아내가-되었는데/4309,https://kr-a.kakaopagecdn.com/P/C/4309/c1/2x/3fe9d1d9-d03e-443e-a56a-84c7b2d8acc2.png,"죽지 않으려면 2년 안에
폭군 황제와 이혼해야 한다!",False,화,"독살당해 죽는 폭군 황제의 아내에 빙의했다.
문제는 이 폭군이 내가 죽은 후 미쳐서 나라를 말아먹는다는 것!

남은 2년 동안 내 독살 시한부 인생도 바꾸면서,
폭군 황제의 정신 건강도 조금 챙겨줬을 뿐이었는데...

""요즘 왜 아침 먹었냐고 안 물어봐?""
""이제 건강하시잖아요.""

잔을 비운 남주가 쓰러졌다.
미소를 지으면서.

'설마… 너 일부러 독 마신 건 아니지?'","발랄한, 귀여운, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",,공기알,안시하
4310,이제 와 악녀가 아니라 해도,https://webtoon.kakao.com/content/이제-와-악녀가-아니라-해도/4310,https://kr-a.kakaopagecdn.com/P/C/4310/c1/2x/248d01d5-3df5-46c3-a8f2-db928732e2a7.png,"500년 전 나의 노예였던 소년이
멀쩡히 살아 내 곁으로 왔다.",False,금,"아버지에게 살해당한 후 눈을 떠보니 500년이 지났다..?

심지어,
날 때부터 지닌 병으로 예민하게 구는 탓에
가족과 약혼자로부터 미움을 받는 ‘악녀’의 몸에 들어왔다.

최대한 조용히 살면서 빙의한 이유를 찾아보려고 했는데
싸늘하던 가족들과, 약혼자까지 갑자기 태도가 바뀌어 나를 찾고,

500년 전 나의 노예였던 소년이 멀쩡히 살아 내 곁으로 왔다.

설상가상으로 영원히 죽지 않는 무기들까지 내게 모이는데...!

""그러게 개에게 먹이를 주지 말았어야지.""

난 먹이를 준 적이 없는데, 이게 무슨일이냐고!

#시한부여주 #후회물 #악녀빙의 #순정남 #집착남 #능력여주 #병약여주","통쾌한, 따뜻한, 로맨스 판타지, 환생물, ROMANCE_FANTASY",다란9,정이장,윤온
4311,이물질은 나였다,https://webtoon.kakao.com/content/이물질은-나였다/4311,https://kr-a.kakaopagecdn.com/P/C/4311/c1/2x/bb3516df-ffe0-4e63-9b76-b020da8a14ca.png,"소설 속 
이물질에 빙의해버렸다",False,토,"성녀 후보였던 나는,
계략에 빠져 유일한 후원자였던 공작가를 몰락시키고
라이벌이었던 디아나를 독살하려 했다는 누명을 쓴 채
비참하게 죽게 된다.

'무슨 삼류 소설 속 이물질도 아니고…'

라고 생각한 순간 깨닫는다.
진짜로 소설 속 이물질에 빙의했음을!

***

그리고 다시 눈을 떴을 때는-

기적처럼 어린 시절로 회귀하게 됐다!
이번 생은 개과천선해서 잘살아보기로 결심한다.
그 결과.

전생에서는 냉철하기만 하던 공작님이 자꾸 선물을 퍼주고,
나 때문에 개죽음당한 장남과 친해지고,
병으로 일찍 죽을 예정이었던 차남도 치유해 줬다.

'좋았어! 이제 데드 플래그만 피하면 돼!'

그런데.
원작을 피하려 할수록 자꾸만 남주 후보들과 엮이게 되고…
천사처럼 착하다는 여주 디아나는 돌변해서 쎄하게만 구는데?!

""맥이 들리지 않습니다.""

설상가상 심장까지 없어졌단다.

나 이번 생에는 편하게 살 수 있을까?","귀여운, 설레는, 로맨스 판타지, 회귀물, ROMANCE_FANTASY","몰랑토끼, 4랑니",양용,권겨을
4312,가면극,https://webtoon.kakao.com/content/가면극/4312,https://kr-a.kakaopagecdn.com/P/C/4312/c1/2x/eb972328-c967-43f6-8c24-e6f460bdc31e.png,"남들 시선이 무슨 상관이에요. 
내가 형이 좋은데.",False,목,"미친 연기력, 그러나 빛을 못 본 채 묻혀 버린 무명 배우 이한.
사고가 발생한 촬영장에서 주연 배우인 강태윤을 구하고 대신 사망하지만,
깨어나니 저세상 미모를 지닌 ‘차시한’이 되어 있는데...

“시청률, 기사, 반응들까지 모두 최고야.
망해 가던 드라마가 살아났다고, 시한 씨 덕분에.”

단역으로 출연한 드라마에서 단숨에 주목을 받은 시한은
귀갓길에 누군가에게 강한 힘으로 단숨에 제압당한다.

""차시한 씨. 나, 알죠?""

심장이 떨어지는 느낌과 함께 숨을 멈췄다.
남자, 강태윤이 그를 바라보며 짙게 웃고 있었다.","몰입되는, 아련한, 로맨스, 빙의물, ROMANCE",린휘,청가,사유담
4313,메디컬 탑 써전,https://webtoon.kakao.com/content/메디컬-탑-써전/4313,https://kr-a.kakaopagecdn.com/P/C/4313/c1/2x/8271a23a-af3e-482f-be2b-2cb23a664b2f.png,"때가 됐다. 가족의 복수를 할,
이 날만을 기다렸다.",False,목,"“수술 성공 조건은 성일 서울 병원 그 자체입니다.”

외과 수술의 최고 스페셜리스트, 유진원은 대한민국 최대 기업 [성일 그룹]의 회장 성우제로부터 은밀한 수술 의뢰를 받게 된다.

드디어 찾아온 복수의 기회!

과연 유진원은 메스 하나로 성일 서울 병원을 넘어, 성일 그룹을 장악할 수 있을까?
모두가 불가능하다고 생각한 싸움이 시작된다.","몰입되는, 통쾌한, 판타지 드라마, 복수물, FANTASY_DRAMA",므랑,SKULL HOOD,뫼달
4314,남주의 아빠가 너무 예뻐서 큰일이다,https://webtoon.kakao.com/content/남주의-아빠가-너무-예뻐서-큰일이다/4314,https://kr-a.kakaopagecdn.com/P/C/4314/c1/2x/c815d18b-cbab-43fe-92b2-9a2a2083c43b.png,"도련님을 사랑하냐고?
무슨 소리야 나는 순수한 팬심이야!",False,화,"
[매주 화요일 업데이트 / 5화 연재 1회 정기휴재] <엘리아스 전기>. 전쟁으로 시작해서 전쟁으로 세계를 구하고 끝나는 소설의 남주인공 엘리아스. 이 세계에 존망이 남주인공에게 달려있다. 그런데, 그 남주의 아버지가… 우리 도련님? 한국의 기억이 전생인 줄 알았는데 소설에 빙의한 나. 남주가 무사히 태어나서 세계의 멸망을 막으려면 첼리드 도련님이 운명의 짝을 만나는 게 중요해! 카르덴 엘리아스를 무사히 탄생시켜야 예정된 종말도 막을 수 있다! ….그리고 도련님의 운명도 바꿔야지! 그런데, 운명의 상대와 이어질 수 있도록 도련님과 거리를 두기 시작하자- “왜 오늘은 안 따라와?” “어제는 왜 내내 안 보였고?” “그 목걸이는 내가 준 게 아닌데.” “설마 아일린 너….” 도련님이 이상한 말을 하기 시작했다. “나말고 다른 놈 생긴 건 아니지?” ⓒ빠라빠,왕백(원작:한이윤)/학산문화사","발랄한, 귀여운, 로맨스 판타지, 빙의물, ROMANCE_FANTASY",빠라빠,왕백,한이윤
4315,나를 재워줘,https://webtoon.kakao.com/content/나를-재워줘/4315,https://kr-a.kakaopagecdn.com/P/C/4315/c1/2x/6d28bfa4-aecf-40c5-aa7b-c2af6dadee7c.png,"당신이 
내 치료제가 되어줘요",False,수,"‘황금 사자의 품에서 태양의 반려가 탄생하리라.’

에이라 골드윈이 태어난 날, 신탁은 에이라가 황후가 될 것을 점지했다.
하지만 황태자와의 첫날밤…

“정녕 공녀가 신탁의 여인이 맞습니까?”

신탁의 여인에게만 나타난다는 금빛 각인은 나타나지 않고,
에이라는 황태자에게 일방적으로 파혼당한다.

에이라를 사생아로 몰아가는 소문들과,
아버지가 쓰러진 틈에 가문을 차지하려는 친척들.
그 사이에서 에이라는 극심한 두통과 불면증 탓에 그들에게 무력하게 당하고 만다.

그러던 어느 날.
수도의 사교 클럽, 트윈베일로 향한 에이라는
그곳에서 자신의 두통을 낫게 해줄 남자를 만난다.

‘찾았다. 내 치료제.’

에이라는 그의 도움을 받아 잃어버린 모든 것을 되찾을 것이다.
자신과, 가문의 명예 모두.","몰입되는, 성장하는, 로맨스 판타지, 성장물, ROMANCE_FANTASY",팀 윤도,bumto,
4316,만렙 회귀자입니다만?,https://webtoon.kakao.com/content/만렙-회귀자입니다만/4316,https://kr-a.kakaopagecdn.com/P/C/4316/c1/2x/1b17b0d0-e2fa-4557-a7ff-85f45b5233f0.png,"이번 생은 더 빨리 끝내고
인생을 즐겨볼까",False,목,"'나인 로드'의 일원으로
전 세계의 대재앙을 막으러 다니길 수십 년.
꿈에 그리던 은퇴가 눈앞에 다가왔다.

올해 나이 56세. 나를 기다리는 건
최고 랭크 EX에 등극한 백전 노장이란 유명세와
인류의 영웅, 지구의 수호자에게 쏟아지는 수많은 찬사!

이제는 진짜 부귀영화를 누리며 쉬는 일만 남았다!
그렇게 안락한 은퇴 생활을 누릴 예정이었는데...

""으아아악! 이러면 안 되잖아?""

눈 떠 보니 32년 전의 젊은 나로 돌아왔다!
심지어 쥐뿔도 없던 과거 시절로!!!

""...회귀자는 내가 아니었는데?!""

게다가 회귀자는 나인 로드의 니콜라스였는데,
이러면 나인 로드를 모으는 것부터 직접 해야 되는 건가?

영문도 모른 채 회귀자로 다시 살게 된 삶!
이번에는 더 빨리 끝내고 인생을 즐겨볼까.","통쾌한, 역동적인, 학원/판타지, 환생물, SCHOOL_ACTION_FANTASY",Kenny,Kenny,청초
4318,흑막과 사귄다니 오해인데요,https://webtoon.kakao.com/content/흑막과-사귄다니-오해인데요/4318,https://kr-a.kakaopagecdn.com/P/C/4318/c1/2x/b321b9cb-ad8c-416e-9e04-d12484ad978b.png,"얼떨결에 흑막의 정체를 밝혀버렸다.
그런데...왜 자꾸 다가오는 거야?!",False,목,"환생 24년 차, 원작에서 묘사 한 줄 없는 떨거지 기사단장으로 살고 있었다.
그냥저냥 평화로운 이 삶에 만족하고 있었는데….
잠복 수사를 하다가 얼떨결에 범행 현장에서 흑막과 마주치고 말았다.

“클라라 경, 계속 기회를 노리고 있었나? 아주 지능적이군.”
“아뇨, 저는 진짜로 소공작님의 정체를 밝힐 생각이 없거든요? 신에게 맹세코!”
“하, 내가 뭘 보고 경을 믿어야 하지?”

결국 흑막이 내 주변을 맴돌면서 감시를 시작해버렸다….

“자, 받게. 경을 위해 사 온 것이거든.”
“제가 이것을 받을 이유가 있습니까…?”
“경의 머리색과 같은 꽃이라 잘 어울릴 것 같길래. 이렇게 실제로 보니 잘 어울리는군.”

그랬더니… 뭔가… 주변에서…
흑막이 나를 좋아해서 쫓아다닌다고 오해하기 시작했는뎁쇼?","설레는, 당찬, 로맨스 판타지, 로맨틱코미디물, ROMANCE_FANTASY",유지현,자뫄,걸검
4319,집착은 다정하고 집요하게 [19세 완전판],https://webtoon.kakao.com/content/집착은-다정하고-집요하게-19세-완전판/4319,https://kr-a.kakaopagecdn.com/P/C/4319/c1/2x/60446cfb-5553-47e9-b21f-2e801076da38.png,"도망칠 생각 마, 아가씨.
넌 나밖에 없잖아.",True,토,"황량한 레그벨에서 외롭게 지내던 백작 영애, 시오아나. 
에티엔을 처음 만났을 때 그는 그녀의 다정한 노예였다.

첫사랑, 첫 입맞춤,모든 처음의 순간을 함께하며 
시오아나와 에티엔은 둘만의 비밀 결혼식을 올린다.

불행이 레그벨을 덮쳐오고, 
두 사람은 지독한 오해를 품고 헤어지게 된다.

두 번째 결혼, 상처로 얼룩진 관계의 두 사람은 
과연 행복해질 수 있을까.","에로틱한, 긴장감 있는, 로맨스 판타지, 피폐물, ROMANCE_FANTASY",정레나,정레나,Jezz
4320,그가 죽여야 할 최종 악녀가 저랍니다,https://webtoon.kakao.com/content/그가-죽여야-할-최종-악녀가-저랍니다/4320,https://kr-a.kakaopagecdn.com/P/C/4320/c1/2x/1b3f762f-a859-4135-830b-1feadd2aebb5.png,"원작대로 마왕의 딸인 날 죽여야 
하는데 남주가 점점 내게 집착한다. ",False,토,"소설 속에 빙의하면, 악녀라도 귀족영애로 빙의하던데.
남주가 죽여야 하는 최종 몬스터, 마왕의 딸로 빙의했다.

""공주님이 제일 좋아하는 손가락 목걸이예요!""
납치, 살인이 기본 베이스인 마족들.
이런 놈들과 5000년을 살 수는 없었다.

잘 버티다, 원작대로 역할 수행만 하고 다음 소설로 가면 돼!

신이시여. 이런 우연이 있을 수 있나요?
냥줍도 아니고 남주줍이라니.

게다가 8살짜리 키엘이 하는 말이 심상치가 않다.

""잡아 먹어도 돼요.""
""여... 열심히 키워줄 테니 나중에 마왕의 딸이나 죽이러 오렴.""


***


어두운 마왕성에 한 줄기 빛처럼 그가 나타났다.
원작대로 날 죽여야 하는데.

“벨라가 원하는 대로 다 할게요, 그러니까... 내 옆에 있어줘.”

그가 점점 내게 집착한다.
그의 가느다란 손가락이 손 마디를 스치며, 깊은 본심을 톡톡 건드린다.

""나를... 가져요.""","개성있는, 기발한, 로맨스 판타지, 빙의물, ROMANCE_FANTASY","마나스페이스, 꼬깜","꼬깜, 마나스페이스",겨울왈츠
4322,구조 조정에서 살아남는 법,https://webtoon.kakao.com/content/구조-조정에서-살아남는-법/4322,https://kr-a.kakaopagecdn.com/P/C/4322/c1/2x/a5ee79d9-7087-4276-b81d-6faea5801e3c.png,"구조 조정 대상자 이은호의 
초고속 승진이 지금 시작된다!",False,일,"회사에서 구조조정 대상자 통보를 받은 순간
하늘이 무너져 내린 듯한 굉음과 함께
세상이 변했다.

[본 지구의 매각이 결정되었습니다.]
[이에 인력 구조 조정이 진행됩니다.]

목숨을 건 구조 조정
공략하면 특별한 힘을 얻을 수 있는 미션들
기적 같은 장난이라면, 이 장난에 최선을 다하리라!

“찾았습니다. 다 같이 살 수 있는 방법.”

구조 조정 대상자 이은호의 초고속 승진이 지금 시작된다!","긴장감 있는, 몰입되는, 판타지 드라마, 재난물, FANTASY_DRAMA",디앤씨웹툰,루홍,선주우
4323,아빠가 힘을 숨김,https://webtoon.kakao.com/content/아빠가-힘을-숨김/4323,https://kr-a.kakaopagecdn.com/P/C/4323/c1/2x/a455bce2-d769-4ad5-9ae9-0d95a9a68003.png,"Q. 믿었던 아빠가 엑스트라가 
아닐 때의 심정을 서술하시오.",False,일,"Q. 믿었던 아빠가 엑스트라가 아닐 때의 심정을 서술하시오.
A. 뭐, 뭐야…. 내 ‘지나가던 제국민 1’ 역할 돌려줘요….

1년 365일 전쟁 중!
하루라도 바람 잘 날 없는 미친 세계관!
이곳에서 엑스트라로 태어났다는 건 축복이었다.

“공주~ 일어나세용♡”
“아고, 이뻐라 울 딸♡♡”

게다가 멋지고 다정한 아빠(제임스 브라운, 27세, 엑스트라)와 산골 마을에서 오순도순 살아가는 소박한 삶이라니, 최고다!

……라고 생각했는데.

* * *

“자, 그럼 보시져! 마침 등장한 저분이 바로! 제 아버지입니다! 널리고 널린 평민 남자들의 상징, 갈색 머리와 갈색 눈!”
“…….”
“요, 요리 보고 조리 봐도 지나가는 제국민 1에 불과하져. 산골 마을에서 어린 딸과 힘들게 나무 해서 먹고 사는 27살 미혼부예요.”

기사단장은 무심한 표정으로 나를 쳐다볼 뿐이었다.

“…저어, 선생님? 저기여? 으앙!”

그 순간, 기사단장이 흠칫하며 검을 빼 들었다.
나는 본능적으로 돌아보았다.

‘…아빠?’

아빠의 낡은 부지깽이 위로 푸른 기운이 일렁이고 있었다.
나는 눈을 비비고 다시 보았다.

‘저, 저게 뭐야?’

다음 순간.
엑스트라 1의 상징이었던 아빠의 갈색 머리와 갈색 눈이….
서서히 바뀌었다.

“헐.”

누가 봐도 ‘나 주인공이야!’ 하고 외치는 눈부신 은발과 번뜩이는 푸른 눈동자로!

‘저, 저기요? 홀로 어린 딸을 키우는 산골 마을 27세 미혼부….’

……제임스 씨? 이거 맞나요?

“내 딸 내놔, 이 개자식아.”
","발랄한, 따뜻한, 로맨스 판타지, 환생물, ROMANCE_FANTASY",멍이,시그마,고은채
